text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
@askciti Yes.  US bank account,FALSE,0,AskCiti,1/2/2015 15:51,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",raminbaghai,0,FALSE,FALSE,NA,NA
@AskCiti Please explain why you'd send a new debit card over the holidays.  I'm out of town.  Now can't access my account.  #stupid,FALSE,0,AskCiti,1/2/2015 15:48,FALSE,NA,5.51E+17,82151473,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",raminbaghai,0,FALSE,FALSE,NA,NA
@AskCiti Thank you. I just sent that email address the requested information.,FALSE,0,AskCiti,1/2/2015 14:53,FALSE,5.50E+17,5.51E+17,82151473,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",MiSSJiGGaJ,0,FALSE,FALSE,NA,NA
"@AskCiti here's the address to my form for filling up forms, please fill this up: http:http://t.co/OBKsLMZqPL",FALSE,0,AskCiti,1/2/2015 14:21,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RajNadar6,0,FALSE,FALSE,NA,NA
"@AskCiti Hi, how it works, this tweet, like a chat? How can I ask you abot personal related issue?",FALSE,0,AskCiti,1/2/2015 14:13,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Barbara122015,0,FALSE,FALSE,NA,NA
@AskCiti I don't have my log in details with me at the moment. I was hoping you could let me know whether my payment went through or not.,FALSE,0,AskCiti,1/2/2015 13:53,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kaloumapa,0,FALSE,FALSE,NA,NA
@AskCiti CB took fee as accnt fell below $1500 'cos CB took fee! Refunded the $10 but then took it the next month for same reason! Circular.,FALSE,0,AskCiti,1/2/2015 9:10,FALSE,NA,5.51E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",miriamsr59,0,FALSE,FALSE,NA,NA
Found a wallet in downtown NYC last night with several Citi Australia cards. Can someone help get me in touch with the owner? @AskCiti,FALSE,0,NA,1/2/2015 4:26,FALSE,NA,5.51E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ItsReallyStar,0,FALSE,FALSE,NA,NA
@AskCiti yes thank you,FALSE,0,AskCiti,1/2/2015 0:44,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jhonnyflores34,0,FALSE,FALSE,NA,NA
@AskCiti yes ill do that thank you,FALSE,0,AskCiti,1/2/2015 0:38,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jhonnyflores34,0,FALSE,FALSE,NA,NA
"@AskCiti that did work, thank you.",FALSE,0,AskCiti,1/2/2015 0:37,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LydiaCheuk,0,FALSE,FALSE,NA,NA
"@AskCiti  or what number would i need to call, i can figure that out tomorrow",FALSE,0,AskCiti,1/1/2015 23:13,FALSE,5.50E+17,5.51E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jfmcxlellan,0,FALSE,FALSE,NA,NA
"@AskCiti yes, at the moment no though, ill figure out the number unless you tell me when you will be calling i can be at friends phone",FALSE,0,Jfmcxlellan,1/1/2015 23:12,FALSE,5.50E+17,5.51E+17,2868394436,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jfmcxlellan,0,FALSE,FALSE,NA,NA
@AskCiti is there a reason why my Citibank branch is closing?,FALSE,0,AskCiti,1/1/2015 20:58,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",afranzman101,0,FALSE,FALSE,NA,NA
"@AskCiti mobile deposit not working. tried uninstall/reinstall, no luck.",FALSE,0,AskCiti,1/1/2015 18:05,FALSE,NA,5.51E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nlitvin,0,FALSE,FALSE,NA,NA
"I was robbed, the victim of #identitytheft and #citibank has failed to investigate my claim. @Citi @AskCiti",FALSE,0,NA,1/1/2015 16:15,FALSE,NA,5.51E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EmmaPStevenson,0,FALSE,FALSE,NA,NA
@AskCiti I'm about to take a flight so I'll have to do it later.   Thanks,FALSE,0,AskCiti,1/1/2015 13:10,FALSE,5.51E+17,5.51E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UmYeahMatt,0,FALSE,FALSE,NA,NA
@AskCiti Can I change my #DiamondPreferred card to a #AmericanAirlinesCitiCard?,FALSE,0,AskCiti,1/1/2015 13:04,FALSE,NA,5.51E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UmYeahMatt,0,FALSE,FALSE,NA,NA
@AskCiti can get alerts to my mobile device when activities are happening  in my account,FALSE,0,AskCiti,1/1/2015 10:00,FALSE,NA,5.51E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",benny2hott80,0,FALSE,FALSE,NA,NA
@AskCiti,FALSE,0,AskCiti,1/1/2015 7:22,FALSE,5.50E+17,5.51E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TimKobe,0,FALSE,FALSE,NA,NA
@AskCiti spoke to online+mobile with completely zero effect. Your fraud protection is a joke. It blocks all the time. I call and no action.,FALSE,0,AskCiti,1/1/2015 7:12,FALSE,5.50E+17,5.51E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TimKobe,0,FALSE,FALSE,NA,NA
"RT @AskCiti: Good night all! Have a very Happy &amp; safe New Years Eve, we will see you in 2015! We'll be here at 9am ET to assist again! ^TV",FALSE,0,NA,1/1/2015 4:41,FALSE,NA,5.51E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",glue2015,1,TRUE,FALSE,NA,NA
@AskCiti happy new year! Thanks for being the best bank decision ever!,FALSE,0,AskCiti,1/1/2015 3:33,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",TracitaLinda,0,FALSE,FALSE,NA,NA
@AskCiti Ì†ΩÌ∏ò,FALSE,0,AskCiti,1/1/2015 3:04,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KhaAlMarzouqi,0,FALSE,FALSE,NA,NA
@AskCiti Happy New Year Citibank! I wish you success in the banking industry,FALSE,0,AskCiti,1/1/2015 3:00,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",RoxanneASanJose,0,FALSE,FALSE,NA,NA
"@AskCiti @HiltonHHonors Aubrey with Citi hasn't yet resolved my reward, but more helpful than Hilton or Citi blaming each other. Ridiculous",FALSE,0,AskCiti,1/1/2015 2:48,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brotherterrance,0,FALSE,FALSE,NA,NA
"@AskCiti On phone with Aubrey right now.  She also doesn't understand why reward hasn't been issued, more helpful than anyone has been.",FALSE,0,AskCiti,1/1/2015 2:43,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brotherterrance,0,FALSE,FALSE,139.6198824,35.31330392
"@AskCiti thank you, same to you",FALSE,0,AskCiti,1/1/2015 2:27,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GlympsesOfMe,0,FALSE,FALSE,NA,NA
@AskCiti Happy New Year 2015,FALSE,0,AskCiti,1/1/2015 1:52,FALSE,4.18E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",acchi2384,0,FALSE,FALSE,NA,NA
@AskCiti what is your email address ?,FALSE,0,AskCiti,1/1/2015 1:10,FALSE,NA,5.50E+17,82151473,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",jasonsbradshaw,0,FALSE,FALSE,NA,NA
"@AskCiti try using Safari log in to online banking go to transfers, wire transfer. You'll see. Says it's a ""temp"" error but been there 6 mo.",FALSE,0,AskCiti,1/1/2015 0:51,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",msfd,0,FALSE,FALSE,114.1603922,22.30503416
@AskCiti DM not working apparently.  Please give email address,FALSE,0,wwalsh_,1/1/2015 0:02,FALSE,5.47E+17,5.50E+17,34714517,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",wwalsh_,0,FALSE,FALSE,NA,NA
@AskCiti Everything was taken care of. Thank you for your service!,FALSE,0,AskCiti,12/31/2014 23:22,FALSE,5.45E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jacobsammer,0,FALSE,FALSE,NA,NA
@AskCiti Thank you so much.. You were of great help! So prompt and very efficient! #ExcellentCustomerService,FALSE,0,AskCiti,12/31/2014 22:41,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RahmaTweets,0,FALSE,FALSE,NA,NA
@AskCiti Why does it not work like the rest of you CC's?,FALSE,0,AskCiti,12/31/2014 22:00,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",pacepj10,0,FALSE,FALSE,NA,NA
@AskCiti @Citi @apple @ATTCares When is my AT&amp;T Universal Card going to work with Apple Pay?,FALSE,0,AskCiti,12/31/2014 21:51,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",pacepj10,0,FALSE,FALSE,NA,NA
@AskCiti  so my phone was stolen how do I reset my password or bypass the security verifications thanks,FALSE,0,AskCiti,12/31/2014 21:27,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jfmcxlellan,0,FALSE,FALSE,NA,NA
Thx for your loyalty! #custserv ^MM RT @TMASSMatt @AskCiti thanks for everything. You were extremely helpful. Happy new year to you as well.,FALSE,2,NA,12/31/2014 21:22,FALSE,NA,5.50E+17,NA,"<a href=""http://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",AskCiti,0,FALSE,FALSE,NA,NA
@AskCiti thanks for everything. You were extremely helpful. Happy new year to you as well.,FALSE,0,AskCiti,12/31/2014 21:19,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TMASSMatt,0,FALSE,FALSE,NA,NA
@AskCiti Hello VS. Sorry about that. Please check now..,FALSE,0,AskCiti,12/31/2014 21:11,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RahmaTweets,0,FALSE,FALSE,NA,NA
@AskCiti Thanks. You guys rocked. Wish you could help me get cash balance out of a Chase brokerage. Their branch won‚Äôt cut cashier‚Äôs check.,FALSE,0,AskCiti,12/31/2014 21:11,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",richmackey,0,FALSE,FALSE,NA,NA
I cannot believe the runaround we‚Äôre getting from @Chase on rolling over retirement acct. @AskCiti was nothing but a pleasure to work with.,FALSE,1,NA,12/31/2014 21:05,FALSE,NA,5.50E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",richmackey,0,FALSE,FALSE,NA,NA
@AskCiti Just DM'd my number. Thank you..,FALSE,0,AskCiti,12/31/2014 21:03,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RahmaTweets,0,FALSE,FALSE,NA,NA
"@AskCiti Hello.. I'd like to know how I can close my account.. I am being charged monthly fees, resulting in the account being overdrawn...",FALSE,0,AskCiti,12/31/2014 20:44,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RahmaTweets,0,FALSE,FALSE,NA,NA
@AskCiti is there someone I could call to talk to,FALSE,0,TMASSMatt,12/31/2014 20:24,FALSE,5.50E+17,5.50E+17,190046201,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TMASSMatt,0,FALSE,FALSE,NA,NA
@AskCiti both. I'm trying to avoid the fee for my account. Not fair that I have to pay it due to incompetence from staff.,FALSE,0,AskCiti,12/31/2014 20:21,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TMASSMatt,0,FALSE,FALSE,NA,NA
".@AskCiti Finally I got a ""secure message"", but when I access it, I get this image. Call me pls http://t.co/qlLmg6R4Su",FALSE,1,NA,12/31/2014 20:21,FALSE,NA,5.50E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rkuris,0,FALSE,FALSE,NA,NA
@AskCiti thanks.  You Rock!!!! HAPPY NEW YEAR!,FALSE,0,AskCiti,12/31/2014 19:54,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imjaydanz,0,FALSE,FALSE,-73.94311951,40.8458829
@AskCiti Do you know if the branches are closing earlier than 5PM today?,FALSE,0,AskCiti,12/31/2014 19:50,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",imjaydanz,0,FALSE,FALSE,NA,NA
@AskCiti Thanks. You enjoy the new year as well.,FALSE,0,AskCiti,12/31/2014 19:45,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Electricpep,0,FALSE,FALSE,NA,NA
"@AskCiti Hi, can my father make a deposit to my account via a teller transaction?",FALSE,0,AskCiti,12/31/2014 19:41,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",imjaydanz,0,FALSE,FALSE,NA,NA
@AskCiti Thank you so much for your help! Fingers crossed this one arrives! Happy new year! Ì†ºÌæâ,FALSE,0,AskCiti,12/31/2014 19:23,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alialiali123,0,FALSE,FALSE,NA,NA
@AskCiti Thank you!,FALSE,0,AskCiti,12/31/2014 19:14,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mmalarkey,0,FALSE,FALSE,NA,NA
@AskCiti Thanks,FALSE,0,AskCiti,12/31/2014 19:11,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Electricpep,0,FALSE,FALSE,NA,NA
@AskCiti yes. You can contact me at the same number. Thank you.,FALSE,0,AskCiti,12/31/2014 19:05,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Electricpep,0,FALSE,FALSE,NA,NA
@AskCiti. Good afternoon. I would to make changes to my accounts.,FALSE,0,AskCiti,12/31/2014 18:59,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Electricpep,0,FALSE,FALSE,NA,NA
@AskCiti Can you tell me where the nearest US branch is? I tried calling but it took 10+mins to reach rep. My zip 94103,FALSE,0,AskCiti,12/31/2014 17:59,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rkuris,0,FALSE,FALSE,NA,NA
"@AskCiti I want to close my account, can you tell me what I must do? LiveChat on your website doesn't work either.",FALSE,0,AskCiti,12/31/2014 17:48,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rkuris,0,FALSE,FALSE,NA,NA
Tolking about toy vicepresidents @edskyler  get The award ! Doing nothing for The customers @AskCiti @ContactoBanamex @banamex,FALSE,0,NA,12/31/2014 17:40,FALSE,NA,5.50E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ancheyhta,0,FALSE,FALSE,NA,NA
@edskyler  just another vicepresident who just keep warm The chair And do nothing for The customers @ContactoBanamex @banamex @AskCiti,FALSE,0,edskyler,12/31/2014 17:36,FALSE,NA,5.50E+17,191282187,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ancheyhta,0,FALSE,FALSE,NA,NA
@edskyler  it seems that @banamex  @ContactoBanamex @AskCiti  do not take care of The customers,FALSE,0,edskyler,12/31/2014 17:34,FALSE,NA,5.50E+17,191282187,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ancheyhta,0,FALSE,FALSE,NA,NA
@AskCiti please can you help me get a new pin sent to my new address is the UK. Still waiting after 7 weeks following a 45 min phone call. Ì†ΩÌ∏ï,FALSE,0,AskCiti,12/31/2014 17:16,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alialiali123,0,FALSE,FALSE,NA,NA
@AskCiti I'm having problems with my account and I'm abroad now so its very hard to call the 800 number. Do u have any email?,FALSE,0,AskCiti,12/31/2014 17:12,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nicopadilla88,0,FALSE,FALSE,NA,NA
Please let me know the procedure online to close my basic account bank in US @AskCiti,FALSE,0,NA,12/31/2014 15:23,FALSE,NA,5.50E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",antoniopedalino,0,FALSE,FALSE,NA,NA
@AskCiti Can someone please help me?,FALSE,1,AskCiti,12/31/2014 14:23,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EChitrik,0,FALSE,FALSE,NA,NA
RT @AskCiti: @zelayaaa3 Hello. If you need help with your Citi accounts please let me know and I can try to help you. ^YC,FALSE,0,NA,12/31/2014 14:13,FALSE,NA,5.50E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zelayaaa3,1,TRUE,FALSE,NA,NA
@AskCiti haven¬¥t received cards yet. 4 days next week friend in NYC adress. contact me by mail so my friend can receive and bring me cards,FALSE,0,AskCiti,12/31/2014 14:11,FALSE,5.38E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",acaestamosaca,0,FALSE,FALSE,NA,NA
@AskCiti I apologize but...Where on the page is the online chat option?,FALSE,0,AskCiti,12/31/2014 14:10,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Nightsintdreams,0,FALSE,FALSE,NA,NA
@AskCiti How can I chat online with a Citigroup representative about opening up a new bank account? I cannot find a link anywhere.,FALSE,0,AskCiti,12/31/2014 13:57,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Nightsintdreams,0,FALSE,FALSE,NA,NA
@AskCiti Thanks a lot.,FALSE,0,AskCiti,12/31/2014 13:34,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Leonogola,0,FALSE,FALSE,NA,NA
@AskCiti ordeal was over in something like 2 hrs. whatever glitch caused delay - communication to customers in waiting is expected.,FALSE,0,AskCiti,12/31/2014 13:33,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ashvasant,0,FALSE,FALSE,NA,NA
@AskCiti the reason I got the citi aa card was for the free checked bag but I was refused this on both legs of my trip.I thought it was free,FALSE,0,AskCiti,12/31/2014 13:14,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amandamooregirl,0,FALSE,FALSE,NA,NA
"@AskCiti Gt mail fr PL for 13% after applied no response almost 10 days app id: L2SSTI0792560, Can sum one look into it. at least say Y or N",FALSE,0,AskCiti,12/31/2014 12:20,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Maheshbn07,0,FALSE,FALSE,NA,NA
@AskCiti Applied for an credit card in Mumbai using e-adhaar. Got delayed citing wrong address proof. Isn't there a RBI rule to accept it?,FALSE,0,AskCiti,12/31/2014 9:36,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ashimsardar,0,FALSE,FALSE,NA,NA
"@AskCiti Hi, I need help with my online account. The online system is refusing to recognize my account! Notice that I'm out of the US.Thanks",FALSE,0,AskCiti,12/31/2014 8:46,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Al_Ali32,0,FALSE,FALSE,NA,NA
@AskCiti If you can help me to resume my account so that i don't have to go thru the process of registering it agn its a waste of time.,FALSE,0,AskCiti,12/31/2014 7:30,FALSE,5.50E+17,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imevilwitch,0,FALSE,FALSE,NA,NA
@AskCiti  its about a month i complete that given form but not a single word from you guys i get,FALSE,0,AskCiti,12/31/2014 6:32,FALSE,5.41E+17,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Debjyoti0071,0,FALSE,FALSE,0,0
@AskCiti I tried to open a Citigold checking account and the online application is broken as well.  I am not able to complete.,FALSE,0,AskCiti,12/31/2014 6:23,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TigerMomNoMore,0,FALSE,FALSE,NA,NA
"@AskCiti I tried to register a new credit card online, but continue button is broken at http://t.co/5JVK3oBIKs http://t.co/xuwJoYyy83",FALSE,0,AskCiti,12/31/2014 6:19,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TigerMomNoMore,0,FALSE,FALSE,NA,NA
@HiltonHHonors @AskCiti Similar customer service for both Citibank Credit Cards and Hilton Honors - none!,FALSE,0,HiltonHHonors,12/31/2014 4:03,FALSE,NA,5.50E+17,57018084,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brotherterrance,0,FALSE,FALSE,139.6199301,35.31311928
@HiltonHHonors @AskCiti My disappointment with Hilton's Citibank card continues. No reward after meeting all requirements and yearly fee!,FALSE,0,HiltonHHonors,12/31/2014 3:58,FALSE,NA,5.50E+17,57018084,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brotherterrance,0,FALSE,FALSE,139.6198605,35.31320031
@AskCiti I was wondering if u had a way to lessen my debt so I can pay it off quicker,FALSE,0,AskCiti,12/31/2014 3:15,FALSE,NA,5.50E+17,82151473,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tivacastiel,0,FALSE,FALSE,NA,NA
