"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@askRegions please tell me when I try to get something done you guys ignore me",FALSE,0,"askRegions",2015-01-14 01:42:34,FALSE,NA,"555178124615241729","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheLybbee",0,FALSE,FALSE,NA,NA
"@askRegions okay. After speaking to a VERY helpful CS rep, you guys aren't that bad after all. I apologize.",FALSE,1,"askRegions",2015-01-13 23:30:11,FALSE,NA,"555144812051972098","402318272","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NickeySays",0,FALSE,FALSE,NA,NA
"@askRegions I'd greatly appreciate it. I've already DM'd you all with my info.",FALSE,0,"askRegions",2015-01-13 23:01:37,FALSE,"555137119413235713","555137622800990210","402318272","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NickeySays",0,FALSE,FALSE,NA,NA
"@askRegions I've called CS already regarding a NSF charge and having it credited back due to an error. No suxh luck.",FALSE,0,"askRegions",2015-01-13 22:53:37,FALSE,"555133954827640832","555135608088051715","402318272","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NickeySays",0,FALSE,FALSE,NA,NA
"@askRegions you guys are HORRIBLE! @Chase I miss you SO much!",FALSE,0,"askRegions",2015-01-13 22:40:25,FALSE,NA,"555132284576096256","402318272","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NickeySays",0,FALSE,FALSE,NA,NA
"@askRegions try now",FALSE,0,"askRegions",2015-01-13 22:23:06,FALSE,"555127847358971907","555127928564903936","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thaisayz",0,FALSE,FALSE,NA,NA
"@askRegions I thought you guys could get this resolved but apparently I was wrong. Whoever I talked to yesterday should call me back asap!",FALSE,0,"askRegions",2015-01-13 22:15:33,FALSE,"554773912874409984","555126029384044546","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DoUKnwDaniMarq",0,FALSE,FALSE,NA,NA
"@askRegions are you guys closed Monday? I'm trying to see if the direct deposit gonna hit early",FALSE,0,"askRegions",2015-01-13 21:31:02,FALSE,NA,"555114823378546692","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_iKeepItGEE",0,FALSE,FALSE,NA,NA
"@askRegions Hey, is there a reason I-tunes won't recognize my regions checking account?",FALSE,0,"askRegions",2015-01-13 21:30:56,FALSE,NA,"555114799625818112","402318272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Britt_KC",0,FALSE,FALSE,NA,NA
"@askRegions have you ever seen this guy sell chicken wings..wow...total natural..q ratings off the chart http://t.co/65gnV8sQty",FALSE,1,"askRegions",2015-01-13 19:57:26,FALSE,"554985860413005824","555091270066905088","402318272","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jrich555",0,FALSE,FALSE,NA,NA
"@askRegions hey !!! I need a favor lol",FALSE,0,"askRegions",2015-01-13 19:49:43,FALSE,NA,"555089328414920704","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ksavage___",0,FALSE,FALSE,NA,NA
"RT @askRegions: @k_is4kaylaa We’re sorry for your wait. Save time in the future by using Regions Mobile Deposit: http://t.co/ZygvvFFKUO! ^MH",FALSE,0,NA,2015-01-13 19:48:21,FALSE,NA,"555088982006956033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","k_is4kaylaa",1,TRUE,FALSE,NA,NA
"@askRegions  sent a DM",FALSE,0,"askRegions",2015-01-13 18:43:49,FALSE,NA,"555072741674844160","402318272","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","ColeLethia",0,FALSE,FALSE,NA,NA
"RT @DandiLioness: I love #RegionsBank They detected fraud on my card &amp; froze the acct The awesome Amy w @askRegions got me all fixed up-I n…",FALSE,0,NA,2015-01-13 18:42:08,FALSE,NA,"555072321011331073",NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","askRegions",1,TRUE,FALSE,NA,NA
"I love #RegionsBank They detected fraud on my card &amp; froze the acct The awesome Amy w @askRegions got me all fixed up-I never left my house!",FALSE,2,NA,2015-01-13 18:39:11,FALSE,NA,"555071577088196610",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DandiLioness",1,FALSE,FALSE,NA,NA
"@askRegions I sent the phone #. Did you get it?",FALSE,0,"askRegions",2015-01-13 18:09:03,FALSE,"555062090516692993","555063995787251712","402318272","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DandiLioness",0,FALSE,FALSE,NA,NA
"RT @askRegions: Stockings were hung by a piggy with care, in hopes that St. Nick soon would be there! #MisheardLyrics #MerryChristmas http:…",FALSE,0,NA,2015-01-13 18:00:34,FALSE,NA,"555061860605501440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xyxypovyfewu",1,TRUE,FALSE,NA,NA
"@askRegions Hi, My acct has $ in it but last night, my card was declined twice.",FALSE,0,"askRegions",2015-01-13 17:54:14,FALSE,NA,"555060265398435840","402318272","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DandiLioness",0,FALSE,FALSE,NA,NA
"@askRegions been depositing checks in my account since last 3 months and still have to hold my funds?? I'm done with y'all.",FALSE,0,"askRegions",2015-01-13 17:26:28,FALSE,NA,"555053276325236737","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RFKapadia",0,FALSE,FALSE,"-83.92197498","33.03530936"
"Other biz contributors: @askRegions @RelianceBankStl and Emerson (HQ in #Ferguson) @stlurbanleague",FALSE,1,"katienagus",2015-01-13 16:28:38,FALSE,"555035627037933568","555038722321051649","16468206","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katienagus",0,FALSE,FALSE,NA,NA
"@askRegions I'm having a problem with my account. Can someone help?",FALSE,0,"askRegions",2015-01-13 15:15:34,FALSE,NA,"555020335905374208","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheDCRemix",0,FALSE,FALSE,NA,NA
"RT @askRegions: @Kimber_Duh We’ll take that as a compliment! Let us know whenever we can assist. We’re very glad you’re our customer! ^MH",FALSE,0,NA,2015-01-13 12:57:49,FALSE,NA,"554985670343933953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kimber_Duh",1,TRUE,FALSE,NA,NA
"RT @askRegions: Need additional income? Take your hobby up a notch. Turn your passion into a profitable business venture. #RealisticFinanci…",FALSE,0,NA,2015-01-13 12:42:54,FALSE,NA,"554981917200642049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","auroberjo",1,TRUE,FALSE,NA,NA
"@askRegions Just drop Saban as a spokesperson....then we can talk.  No promises...that is not something that I can forget quickly.",FALSE,0,"askRegions",2015-01-13 02:26:19,FALSE,"554777254606430208","554826748815106048","402318272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jrich555",0,FALSE,FALSE,NA,NA
"RT @askRegions: We're calling it a night! Be sure to tweet us tomorrow if you need assistance. We'll be back at 6:30am CT and are happy to …",FALSE,0,NA,2015-01-13 01:01:30,FALSE,NA,"554805402148556800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kimber_Duh",1,TRUE,FALSE,NA,NA
"@askRegions I've been on hold now for 40 minutes. What gives?",FALSE,0,"askRegions",2015-01-12 23:01:03,FALSE,NA,"554775092476256256","402318272","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","swimbikerunRN",0,FALSE,FALSE,NA,NA
"RT @askRegions: We're cranking out more #RealisticFinancialResolutions this week. Stay tuned!",FALSE,0,NA,2015-01-12 22:51:57,FALSE,NA,"554772801052508160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JDTheatre",2,TRUE,FALSE,NA,NA
"@askRegions is useless. So is your customer service supervisor for revolving credit I just spoke to. That's why I closed my account.",FALSE,0,"askRegions",2015-01-12 22:16:30,FALSE,NA,"554763879755309059","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DoUKnwDaniMarq",0,FALSE,FALSE,NA,NA
"@askregions wats good. .. check out free bangin drum kits at  . http://t.co/MCSVkoi2xi",FALSE,0,"askRegions",2015-01-12 20:48:48,FALSE,"543529636697624576","554741809331466240","402318272","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","AlexisWhitley91",0,FALSE,FALSE,NA,NA
"@askRegions most concerned about me being out of town with no money! It was a huge inconvenience for an issue that could hve been resolved!",FALSE,0,"askRegions",2015-01-12 20:21:26,FALSE,NA,"554734923878105088","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hogfan321",0,FALSE,FALSE,NA,NA
"Thank you @askRegions for helping me get my issue resolved! Out of the 6 people I have talked to yall helped the most and showed the (1/2)",FALSE,0,NA,2015-01-12 20:19:44,FALSE,NA,"554734495769702400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hogfan321",0,FALSE,FALSE,NA,NA
"@askRegions #RyanRocks #OneTeamPlayer of integrity can assure Foley makes it to the Finals thank Ubrother I will highly recommend your bank!",FALSE,0,"askRegions",2015-01-12 20:13:41,FALSE,NA,"554732969831956481","402318272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realjuliemallen",0,FALSE,FALSE,NA,NA
"@askRegions thank you for the reply, I was able to finally reach a human after 30 min. I voiced my concerns to her.",FALSE,0,"askRegions",2015-01-12 18:01:27,FALSE,"554653501008408576","554699691846565889","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alexanderkatz",0,FALSE,FALSE,NA,NA
"@askRegions as usual.. I swear I'm SO done with y'all! http://t.co/rutrSBGrYd",FALSE,0,"askRegions",2015-01-12 17:37:37,FALSE,NA,"554693696441319424","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hawaiaNOisland",0,FALSE,FALSE,NA,NA
"@askRegions Alright",FALSE,0,"askRegions",2015-01-12 17:24:09,FALSE,"554689918308724736","554690305099067392","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanaDane_______",0,FALSE,FALSE,NA,NA
"@askRegions I got everything fixed now thank you so much <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",FALSE,0,"askRegions",2015-01-12 17:10:28,FALSE,"554629243611918336","554686865564241920","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanaDane_______",0,FALSE,FALSE,NA,NA
"RT @homegirlYana_: Straight on ya RT @askRegions: @homegirlYana_ Is there an issue we can assist with? DM your phone number. We’ll give you…",FALSE,0,NA,2015-01-12 15:30:51,FALSE,NA,"554661793767751680",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","TheFieldFactor",1,TRUE,FALSE,NA,NA
"Straight on ya RT @askRegions: @homegirlYana_ Is there an issue we can assist with? DM your phone number. We’ll give you a call to chat. ^MH",FALSE,0,NA,2015-01-12 15:26:40,FALSE,NA,"554660740817117185",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","homegirlYana_",1,FALSE,FALSE,NA,NA
"We're feeling very fotunate that @askRegions will be joining #KidsRidingBikes again in 2015. Details to come. http://t.co/kLAqrwMhy3",FALSE,1,NA,2015-01-12 14:58:13,FALSE,NA,"554653582533070848",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Nine13sports",0,FALSE,FALSE,NA,NA
"I spent far too much time on this, but @askRegions bank finally activated my card. So there's that.",FALSE,0,"BrendanNews",2015-01-12 14:51:50,FALSE,"554643090905235456","554651975116410880","16675033","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrendanNews",0,FALSE,FALSE,NA,NA
"@askRegions The customer service centric phone support I remember when I started banking with you has declined to unacceptable levels.",FALSE,0,"askRegions",2015-01-12 14:07:03,FALSE,NA,"554640707231969280","402318272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Alexanderkatz",0,FALSE,FALSE,NA,NA
"@_TheRegimeOvO_ @askRegions smh, and no help was provided at all.",FALSE,0,"_TheRegimeOvO_",2015-01-12 13:41:32,FALSE,"554633104904556544","554634284594896897","2875534797","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JCWilks11",0,FALSE,FALSE,NA,NA
"@JCWilks11 @askRegions they robbed me too fam",FALSE,0,"JCWilks11",2015-01-12 13:36:51,FALSE,"554621181589204992","554633104904556544","325834709","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_TheRegimeOvO_",0,FALSE,FALSE,NA,NA
"@askRegions nahh I got it taken care of",FALSE,0,"askRegions",2015-01-12 13:26:40,FALSE,"554627945688748032","554630541757415425","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JAdams332",0,FALSE,FALSE,"-85.2446117","35.11932887"
"RT @askRegions: We're cranking out more #RealisticFinancialResolutions this week. Stay tuned!",FALSE,0,NA,2015-01-12 13:02:23,FALSE,NA,"554624432183181312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ZaneDrost",2,TRUE,FALSE,NA,NA
"@askRegions y'all robbed me. Literally.",FALSE,0,"askRegions",2015-01-12 12:49:28,FALSE,"554618002956902401","554621181589204992","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JCWilks11",0,FALSE,FALSE,NA,NA
"RT @askRegions: My #resolution for 2015 is to take more chances. Life is an adventure, so get out there and make memories! ^AJ",FALSE,0,NA,2015-01-12 04:42:32,FALSE,NA,"554498639327133700",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jesus510000",5,TRUE,FALSE,NA,NA
"RT @1_Blazernation: Time to start a drive to move our money from @askRegions... They support Watts, can't have my $$ http://t.co/6FBaEE266T…",FALSE,0,NA,2015-01-11 19:25:22,FALSE,NA,"554358423903408128",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Asizzzle17",6,TRUE,FALSE,NA,NA
"RT @1_Blazernation: Time to start a drive to move our money from @askRegions... They support Watts, can't have my $$ http://t.co/6FBaEE266T…",FALSE,0,NA,2015-01-11 17:33:42,FALSE,NA,"554330322515820545",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BellatheBeast4",6,TRUE,FALSE,NA,NA
"RT @1_Blazernation: Time to start a drive to move our money from @askRegions... They support Watts, can't have my $$ http://t.co/6FBaEE266T…",FALSE,0,NA,2015-01-11 15:59:01,FALSE,NA,"554306495366856704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","artate60_a",6,TRUE,FALSE,NA,NA
"@Run_Mercedes @askRegions great idea...will do.",FALSE,1,"Run_Mercedes",2015-01-11 15:56:25,FALSE,"554305698109341696","554305840002244608","364284999","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cookie_Man",0,FALSE,FALSE,NA,NA
"@Cookie_Man yikes! Yes, kids marathon late registration period ended Nov 30. We suggest the @askRegions Superhero 5K as a family. #greencape",FALSE,0,"Cookie_Man",2015-01-11 15:55:51,FALSE,"554065257555976192","554305698109341696","25938632","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Run_Mercedes",0,FALSE,FALSE,NA,NA
"RT @1_Blazernation: Time to start a drive to move our money from @askRegions... They support Watts, can't have my $$ http://t.co/6FBaEE266T…",FALSE,0,NA,2015-01-11 14:53:04,FALSE,NA,"554289896891092992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jwmatthews16",6,TRUE,FALSE,NA,NA
"RT @1_Blazernation: Time to start a drive to move our money from @askRegions... They support Watts, can't have my $$ http://t.co/6FBaEE266T…",FALSE,0,NA,2015-01-11 14:47:00,FALSE,NA,"554288372777484289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaMiDu77",6,TRUE,FALSE,NA,NA
"Time to start a drive to move our money from @askRegions... They support Watts, can't have my $$ http://t.co/6FBaEE266T

#FreeUAB #FireWatts",FALSE,5,NA,2015-01-11 14:22:52,FALSE,NA,"554282296812273664",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","1_Blazernation",6,FALSE,FALSE,NA,NA
"@askRegions hi I'm having trouble with my account and I can't get in contact with an agent",FALSE,0,"askRegions",2015-01-11 13:32:25,FALSE,NA,"554269603149676544","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanaDane_______",0,FALSE,FALSE,NA,NA
"@askRegions nah its all good.",FALSE,0,"askRegions",2015-01-11 05:26:06,FALSE,"499212890415845376","554147217079300096","402318272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Zerogenerations",0,FALSE,FALSE,NA,NA
"RT @askRegions: The earlier your kids know how to earn, save, give, and spend money, the better. Find our tips on how to start: http://t.co…",FALSE,0,NA,2015-01-11 00:11:23,FALSE,NA,"554068016296910849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JDTheatre",1,TRUE,FALSE,NA,NA
"I think it's hilarious that @askRegions uses the @Mate_Desktop logo in their in-house software",FALSE,1,NA,2015-01-10 21:23:42,FALSE,NA,"554025817706364928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SwooshyCueb",0,FALSE,FALSE,NA,NA
"Fuck @askRegions and their shitty customer support, I'm about to switch to Tennessee valley",FALSE,3,NA,2015-01-10 21:01:42,FALSE,NA,"554020278557499392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JAdams332",0,FALSE,FALSE,"-85.14796453","35.25690253"
"@askRegions I worked last year for four months. Now my SS is being taxed for the entire year. Not worth it.",FALSE,0,"askRegions",2015-01-10 19:58:51,FALSE,"543529636697624576","554004461039800320","402318272","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asalcido47",0,FALSE,FALSE,NA,NA
"RT @askRegions: @league_mvp We think you’re pretty great, too, and we’re glad you’re our customer! #LifeGreenLove ^ALC",FALSE,0,NA,2015-01-10 19:57:46,FALSE,NA,"554004189219520512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","league_mvp",1,TRUE,FALSE,NA,NA
"RT @CEO2044: @askRegions Really enjoying the Green Insights option tracking my spending habits and budget. Thanks.",FALSE,0,NA,2015-01-10 18:57:33,FALSE,NA,"553989036424298497",NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","askRegions",1,TRUE,FALSE,NA,NA
"@askRegions Really enjoying the Green Insights option tracking my spending habits and budget. Thanks.",FALSE,2,"askRegions",2015-01-10 18:34:47,FALSE,NA,"553983306556260352","402318272","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CEO2044",1,FALSE,FALSE,NA,NA
"Thanks @askRegions bank for the inconveniences that I can't describe in 140 characters. Closing my account and taking my money elsewhere <U+270C><U+FE0F>",FALSE,1,NA,2015-01-10 17:48:25,FALSE,NA,"553971639839645696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","specialllK",0,FALSE,FALSE,NA,NA
"RT @_TheRegimeOvO_: Done Banking with @askRegions",FALSE,0,NA,2015-01-10 16:11:33,FALSE,NA,"553947262553169920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JCWilks11",1,TRUE,FALSE,NA,NA
"@askRegions There's no excuse for not taking care of the issue over the phone. Being out of town only makes it worse and more inconvenient.",FALSE,0,"askRegions",2015-01-10 16:02:23,FALSE,"553944218318946306","553944955304292352","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_memenator",0,FALSE,FALSE,"-90.1687228","32.3022828"
"@askRegions For starters, don't lock someone's checking account, ask them to visit a branch and then not be open at all on a Saturday 1/2",FALSE,0,"askRegions",2015-01-10 16:01:11,FALSE,"553944218318946306","553944653205360640","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_memenator",0,FALSE,FALSE,"-90.168776","32.3022518"
"Hey there @askRegions do you favor your customers?",FALSE,0,NA,2015-01-10 15:22:25,FALSE,NA,"553934894599262208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_memenator",0,FALSE,FALSE,"-90.1683845","32.3020185"
"Done Banking with @askRegions",FALSE,0,NA,2015-01-10 11:13:07,FALSE,NA,"553872155759632384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_TheRegimeOvO_",1,FALSE,FALSE,NA,NA
"RT @askRegions: Stretch those hammies and grab your sweatband! It's time to bulk up your financial planning: http://t.co/EDTV8SOstE #Financ…",FALSE,0,NA,2015-01-10 01:01:08,FALSE,NA,"553718146599632896",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LILWOAH",1,TRUE,FALSE,NA,NA
"Grateful that @askRegions reimbursed me before the weekend. Thank you!",FALSE,1,NA,2015-01-09 20:44:04,FALSE,NA,"553653452518477825",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SheH8_Me",0,FALSE,FALSE,NA,NA
"I'm at Regions Bank - @askregions in Baton Rouge, LA https://t.co/jwIfbF6eiv",FALSE,0,NA,2015-01-09 20:33:43,FALSE,NA,"553650847436259328",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","JamieLeeBourq",0,FALSE,FALSE,"-91.06799423","30.41702478"
"@askRegions thank you for your follow up.",FALSE,0,"askRegions",2015-01-09 20:29:28,FALSE,"553642596468543488","553649779331571712","402318272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taracochran",0,FALSE,FALSE,NA,NA
